rank,network,station,lat,lon,days
1820,4P,NDB29,48.587595,-99.198715,24
1821,ZR,N1306,66.741959,15.73804,433
1822,Z1,Z21G,-14.29531,26.53437,549
1823,HT,AGG,39.021099,22.336,5624
1824,II,AAK,42.6375,74.4942,11968
1825,XV,BITY,-20.060801,47.000099,394
1826,ZU,134,21.950873,-154.18751,23
1827,ZN,DC34,38.8634,-76.985199,145
1828,PE,PAKC,41.37471,-77.932533,3844
1829,8Q,P15,27.844793,-139.753242,441
1830,XW,DAMT,14.08737,44.68227,213
1831,5A,LASU,-4.303918,153.108185,632
1832,4P,UTO17,40.361792,-110.802649,67
1833,XB,KAPU,48.128166,-82.90554,99
1834,N4,P51A,39.4818,-83.060097,1396
1835,ON,ALF01,-20.616865,-40.725212,3064
1836,ZL,N06M,34.904999,-90.221199,157
1837,WI,SLBI,14.023,-60.974,2462
1838,CI,PDM,34.30336,-114.14152,8118
1839,X8,QM38,47.675201,-70.853104,735
1840,ZD,FM06,-13.3499,-74.462502,737
1841,8Q,P13,29.966537,-141.146892,441
1842,7D,J36C,45.686501,-127.125198,285
1843,G,FUTU,-14.307673,-178.12107,3439
1844,NY,MAYO,63.59581,-135.89209,4051
1845,XI,NDEI,-2.692823,38.168716,16
1846,3H,G06,2.0564,-90.6769,442
1847,XG,SAB01,34.73164,72.336189,90
1848,DK,NRS,61.159566,-45.418535,5949
1849,4P,MTB13,48.3728,-114.454,27
1850,4P,MII47,43.453601,-84.18429,20
1851,XK,Z04NN,-13.075,30.6276,675
1852,7B,SA08,-25.708401,150.892593,152
1853,XP,N060,-80.000099,142.595001,121
1854,3A,L201,-38.507801,-73.145233,113
1855,YY,SW03,58.074699,12.6033,153
1856,2A,32,-12.9996,-115.8554,345
1857,YB,CUST,45.307598,-106.283699,50
1858,XB,HAMB,-53.613998,-70.930901,578
1859,4P,KYS51,37.003046,-83.670698,22
1860,BX,LKGWB,-24.11351,21.782303,2391
1861,7D,RIMM,-45.937489,166.583193,662
1862,ZU,NMY20,33.957069,-108.787672,35
1863,BL,FURB,-20.6782,-46.277901,325
1864,MU,OXBV,18.2591,-98.266701,31
1865,DT,SWU,39.49,140.79,1097
1866,8A,SOLI,-23.861238,16.039537,527
1867,ZJ,RKST,-74.201065,159.001755,1084
1868,S1,AUMOU,-24.5752,149.9814,2279
1869,XR,FA24,46.531807,-101.240036,463
1870,YC,SBC5,5.28637,116.88076,669
1871,4P,IAJ36,43.310219,-94.425679,44
1872,IU,MACI,28.2502,-16.508199,6419
1873,6K,BRIO,-45.9395,170.30144,211
1874,YT,MA09,-79.8993,-104.9977,717
1875,XA,O07H,-32.191299,-68.014503,259
1876,XM,CB22,-24.00541,-68.52551,623
1877,S1,AUCSH,-16.9159,145.7682,3066
1878,US,MVCO,37.19956,-108.49251,7474
1879,XW,TAMU,17.294781,49.928551,211
1880,AF,YNDE,3.87,11.456,1384
1881,C1,AC02,-26.835517,-69.129067,2759
1882,XC,MAQI,34.478001,100.249001,273
1883,YP,NE81,46.069698,116.634697,703
1884,1C,NASO,1.17194,36.359058,219
1885,4P,WVO55,39.129289,-79.346076,19
1886,X9,BB240,43.427502,-128.355698,376
1887,PQ,NBC3,59.63716,-120.66875,2034
1888,3J,OBS01,-13.155,-171.40391,620
1889,XE,SNPG9,40.345299,-120.6017,406
1890,YY,DAQU,13.1448,37.897598,154
1891,ZU,MSY45,33.601275,-89.647607,26
1892,YW,MSWL3,-32.3933,150.92683,379
1893,NU,ESPN,12.195,-84.300308,3124
1894,4P,WAC09,47.8214,-118.2,20
1895,XF,DN3W,-82.82045,-152.881699,53
1896,TX,BRDY,31.285872,-98.999447,3561
1897,XF,B01,16.040501,149.281494,373
1898,XO,MG05,37.482498,-90.870102,714
1899,XK,NOVR,57.691681,-4.410162,532
1900,YS,MRKH,21.108999,-157.270004,481
1901,YC,MATA,9.332191,-83.949112,64
1902,4P,NEL31,42.189154,-98.878054,19
1903,Z1,Z09L,-11.820822,25.11821,143
1904,YP,NEAD,47.581402,133.5802,594
1905,RV,SWHSA,54.899441,-116.751793,3831
1906,7C,MM26,63.081,-130.1928,704
1907,XH,RS02,-78.492897,173.345795,734
1908,MP,KUT1,32.5091,45.7974,596
1909,XB,CM02,2.698,13.289,258
1910,3Y,SC02,-29.066857,-70.132088,688
1911,TJ,CHGR,38.656898,69.158203,3389
1912,XT,LIAH,-21.162054,-175.273041,336
1913,XB,HT12,11.282,-82.4506,22
1914,Y3,CROE,-42.336498,171.398407,188
1915,4P,IAL41,41.951988,-90.398566,32
1916,II,RAYN,23.5225,45.5032,8610
1917,8A,WEWE,-21.209,16.809099,832
1918,YD,3B13,43.635109,21.70591,598
1919,PB,B934,39.844501,-123.691399,6653
1920,GH,WEIJ,5.5885,-0.3333,509
1921,TM,CRAI,20.2289,100.3734,5120
1922,1P,LVAN,-51.0252,-71.1152,811
1923,MX,MOIG,19.646708,-101.227303,4426
1924,9G,AB717,52.945999,-111.913002,36
1925,XS,L39D,2.0557,-11.4905,353
1926,GI,AVPA,15.3972,-89.6417,338
1927,XI,CHEF,6.16128,38.210144,209
1928,AK,E19K,67.4572,-157.2316,2166
1929,XM,ASB20,-35.8086,-63.9305,470
1930,XB,PM18,34.150002,-4.8195,950
1931,AK,S31K,57.9616,-136.232,2606
1932,AK,H21K,65.6571,-152.805,2139
1933,YL,ARSL,40.955002,35.887001,661
1934,YS,PL21,17.180099,-154.691299,365
1935,BL,PPDB,-22.0326,-51.313599,557
1936,Z5,LAMW,3.563,32.743,743
1937,4P,NDE32,46.516699,-97.103976,20
1938,ZX,230,41.803101,118.326897,317
1939,ZU,OKU37,36.355606,-95.057238,28
1940,XC,OR100,42.770699,-119.013199,480
1941,YP,NE5D,44.107601,129.6008,465
1942,IE,BCYI,44.310799,-113.405197,6957
1943,ON,GDU01,-13.72,-39.575279,2036
1944,XZ,S11,16.823,53.470001,245
1945,XS,S040,37.722,24.009001,496
1946,4P,MTG18,45.3061,-109.518,24
1947,XR,MS05,22.585486,94.508708,317
1948,XK,UT65,38.584999,-112.425003,551
1949,XK,B07DX,-20.549,22.749399,742
1950,MN,GFA,34.338,9.073,458
1951,XV,ANTS,-14.8843,47.999298,700
1952,XO,LE17,37.9874,-89.1763,411
1953,YA,MC12,27.662901,102.208397,248
1954,YV,NSS,64.530701,11.9673,602
1955,YD,6C04,46.661442,19.74328,728
1956,8Q,P09,26.612795,-142.356315,434
1957,ZL,B07,33.2645,158.8983,37
1958,XA,SA76,-20.636091,29.846441,699
1959,ZL,COLO,-29.935699,-67.109596,484
1960,YW,PATM,14.86933,-24.42407,683
1961,ZP,PNDA,-6.3519,31.0613,546
1962,ZU,TXC31,31.531997,-100.539838,35
1963,XO,ET20,58.1304,-154.9716,429
1964,2D,OBS06,32.777,-119.857803,389
1965,KO,KARS,40.6152,43.0937,2612
1966,4P,MIE41,46.278794,-88.577997,36
1967,X4,F06,33.102501,95.114601,147
1968,C,COCH,-36.131302,-72.788399,135
1969,XH,RS10,-79.278801,-155.467697,800
1970,Z5,MASD,1.687,31.723,740
1971,XK,W02NB,-13.724,33.559898,686
1972,7E,KB08,-17.346201,126.098503,60
1973,AF,RUDU,-17.909599,19.764799,2684
1974,9G,RC030,53.723,-113.553001,31
1975,PO,MEDO,43.1646,-78.454597,1371
1976,YQ,109,-10.218,34.3922,53
1977,ZU,NMX25,34.623024,-104.776556,40
1978,NR,NE74,28.007509,-114.013802,2085
1979,ZP,LAEL,-8.566,32.059101,453
1980,GF,TEPE,41.056,28.5147,2319
1981,4P,TTL24,42.327362,-104.79123,15
1982,YY,ABMD,11.8317,35.5825,683
1983,XS,I14D,-0.3522,-7.952395,371
1984,AK,C18K,68.6483,-161.1943,1079
1985,XH,RS15,-80.496597,-169.978806,721
1986,6Q,FEC2,14.41163,-90.93146,253
1987,XE,SALI,-19.62011,-67.724533,375
1988,XD,HOT28,64.532478,-19.484184,613
1989,IU,INCN,37.4776,126.6239,5725
1990,XB,CHAZ,48.832191,-79.052155,160
1991,Z8,365,35.987999,105.131699,499
1992,XF,MA40,20.219801,-103.942001,486
1993,IM,I04H3,-34.607571,116.351547,1915
1994,ZI,MB16,29.7026,-9.5269,741
1995,XL,HD41,48.242298,99.400002,644
1996,Y2,WT12,32.461102,80.8218,621
1997,X4,H01,36.209301,96.385002,340
1998,XM,NM32,34.980724,-107.264282,470
1999,XA,SA64,-22.969448,26.201714,314
